index_aleatoire;sexe;age_client;enfant_conduite_accompagnee;enfants;tranches_revenus;usage_vehicule;type_vehicule;est_rouge;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;formule;tranches_devis
699;M;35;Oui;Oui;[< 20k€];Private;z_SUV;no;0;1;z_Highly Rural/ Rural;27/04/2022 20:44;complet;dev_express;[200€ - 400€]
700;M;85;Non;Non;[60k€ - 80k€];Commercial;Pickup;yes;1;12;z_Highly Rural/ Rural;13/03/2022 05:28;complet;dev_express;[200€ - 400€]
701;F;66;Non;Oui;[< 20k€];Private;Van;yes;6;1;Highly Urban/ Urban;21/05/2022 08:38;complet;dev_express;[200€ - 400€]
702;M;59;Non;Non;[> 100k€];Private;Minivan;no;6;17;Highly Urban/ Urban;19/03/2022 05:51;complet;dev_express;[200€ - 400€]
703;F;86;Non;Oui;[20k€ - 40k€];Commercial;Panel Truck;yes;4;6;Highly Urban/ Urban;02/05/2022 17:11;complet;dev_integral;[200€ - 400€]
704;M;48;Non;Non;[60k€ - 80k€];Private;Van;no;0;13;Highly Urban/ Urban;05/01/2022 09:29;complet;dev_premium;[200€ - 400€]
705;F;60;Non;Oui;[> 100k€];Private;z_SUV;no;3;14;Highly Urban/ Urban;06/05/2022 19:34;complet;dev_integral;[200€ - 400€]
706;F;63;Non;Non;[60k€ - 80k€];Private;z_SUV;no;2;5;Highly Urban/ Urban;05/03/2022 12:14;complet;dev_express;[200€ - 400€]
707;F;75;Oui;Oui;[60k€ - 80k€];Private;Sports Car;no;4;14;Highly Urban/ Urban;23/05/2022 04:04;complet;dev_integral;[200€ - 400€]
708;F;23;Non;Oui;[60k€ - 80k€];Private;z_SUV;no;0;0;Highly Urban/ Urban;01/03/2022 18:29;complet;dev_express;[200€ - 400€]
709;F;34;Non;Oui;[20k€ - 40k€];Commercial;z_SUV;no;1;6;Highly Urban/ Urban;13/04/2022 12:18;complet;dev_integral;[200€ - 400€]
710;M;70;Oui;Oui;[< 20k€];Private;Sports Car;no;0;1;Highly Urban/ Urban;14/01/2022 11:52;complet;dev_integral;[200€ - 400€]
711;F;67;Non;Non;[60k€ - 80k€];Private;Sports Car;no;0;9;Highly Urban/ Urban;30/01/2022 11:38;complet;dev_integral;[200€ - 400€]
712;M;49;Non;Non;[> 100k€];Private;Minivan;yes;0;19;Highly Urban/ Urban;22/01/2022 04:31;complet;dev_integral;[200€ - 400€]
713;F;34;Non;Non;[40k€ - 60k€];Commercial;Sports Car;no;4;12;Highly Urban/ Urban;09/02/2022 14:04;complet;dev_integral;[200€ - 400€]
714;F;88;Non;Non;[40k€ - 60k€];Private;Sports Car;no;4;8;Highly Urban/ Urban;20/04/2022 00:32;complet;dev_express;[200€ - 400€]
715;M;31;Non;Non;[< 20k€];Commercial;Pickup;no;0;1;Highly Urban/ Urban;19/02/2022 08:11;complet;dev_express;[200€ - 400€]
716;F;68;Non;Non;[80k€ - 100k€];Private;Minivan;yes;3;10;Highly Urban/ Urban;24/02/2022 02:03;complet;dev_integral;[200€ - 400€]
717;F;21;Oui;Oui;[20k€ - 40k€];Private;z_SUV;no;0;1;z_Highly Rural/ Rural;28/05/2022 07:13;complet;dev_express;[200€ - 400€]
718;F;27;Non;Oui;[< 20k€];Commercial;Pickup;yes;0;5;Highly Urban/ Urban;07/01/2022 08:04;complet;dev_premium;[400€ - 600€]
719;M;37;Non;Non;[80k€ - 100k€];Commercial;Minivan;yes;0;9;Highly Urban/ Urban;26/04/2022 08:50;complet;dev_premium;[400€ - 600€]
720;M;51;Non;Non;[< 20k€];Commercial;Minivan;yes;0;8;Highly Urban/ Urban;17/03/2022 06:05;complet;dev_integral;[200€ - 400€]
721;F;66;Non;Non;[> 100k€];Private;Sports Car;no;0;7;z_Highly Rural/ Rural;30/01/2022 11:59;complet;dev_integral;[200€ - 400€]
722;F;16;Non;Non;[20k€ - 40k€];Private;Pickup;yes;2;1;Highly Urban/ Urban;15/01/2022 01:35;complet;dev_integral;[200€ - 400€]
723;M;36;Non;Non;[60k€ - 80k€];Private;z_SUV;no;0;18;Highly Urban/ Urban;22/03/2022 18:25;complet;dev_integral;[200€ - 400€]
724;M;62;Non;Non;[20k€ - 40k€];Commercial;z_SUV;no;1;8;z_Highly Rural/ Rural;10/02/2022 16:25;complet;dev_premium;[200€ - 400€]
725;M;33;Non;Non;[40k€ - 60k€];Commercial;Van;yes;3;18;Highly Urban/ Urban;14/03/2022 13:17;complet;dev_integral;[200€ - 400€]
726;M;69;Non;Non;[60k€ - 80k€];Commercial;Pickup;no;3;16;Highly Urban/ Urban;04/01/2022 08:53;complet;dev_express;[200€ - 400€]
727;F;8;Non;Non;[< 20k€];Private;z_SUV;no;2;16;z_Highly Rural/ Rural;23/01/2022 22:34;complet;dev_premium;[400€ - 600€]
728;F;69;Non;Oui;[< 20k€];Private;Sports Car;no;0;13;Highly Urban/ Urban;25/02/2022 11:43;complet;dev_express;[200€ - 400€]
729;F;64;Non;Non;[40k€ - 60k€];Private;Minivan;no;0;16;Highly Urban/ Urban;20/05/2022 22:56;complet;dev_integral;[200€ - 400€]
730;F;71;Non;Non;[80k€ - 100k€];Private;z_SUV;no;0;19;Highly Urban/ Urban;03/03/2022 11:37;complet;dev_integral;[200€ - 400€]
731;M;69;Non;Non;[20k€ - 40k€];Private;z_SUV;no;0;8;z_Highly Rural/ Rural;14/01/2022 17:48;complet;dev_express;[200€ - 400€]
732;F;17;Non;Non;[< 20k€];Commercial;Minivan;yes;1;17;Highly Urban/ Urban;19/04/2022 21:43;complet;dev_integral;[200€ - 400€]
733;M;69;Oui;Oui;[< 20k€];Private;Sports Car;no;0;12;z_Highly Rural/ Rural;27/02/2022 08:10;complet;dev_integral;[200€ - 400€]
734;F;5;Non;Non;[40k€ - 60k€];Commercial;Sports Car;no;2;0;Highly Urban/ Urban;11/02/2022 07:56;complet;dev_integral;[200€ - 400€]
735;F;67;Non;Non;[20k€ - 40k€];Private;z_SUV;no;2;8;Highly Urban/ Urban;07/02/2022 00:44;complet;dev_integral;[200€ - 400€]
736;M;41;Non;Non;[< 20k€];Private;z_SUV;no;3;7;Highly Urban/ Urban;01/05/2022 19:40;complet;dev_express;[200€ - 400€]
737;F;7;Non;Non;[40k€ - 60k€];Private;Minivan;yes;0;7;Highly Urban/ Urban;02/05/2022 07:04;complet;dev_premium;[400€ - 600€]
738;M;9;Oui;Oui;[< 20k€];Private;z_SUV;no;0;5;Highly Urban/ Urban;14/05/2022 23:10;complet;dev_express;[200€ - 400€]
739;M;71;Non;Oui;[20k€ - 40k€];Private;z_SUV;no;5;1;Highly Urban/ Urban;07/05/2022 11:43;complet;dev_integral;[200€ - 400€]
740;F;53;Non;Oui;[40k€ - 60k€];Private;Minivan;no;0;1;z_Highly Rural/ Rural;23/01/2022 05:32;complet;dev_premium;[400€ - 600€]
741;M;4;Non;Non;[> 100k€];Private;Van;yes;6;0;Highly Urban/ Urban;06/01/2022 08:39;complet;dev_express;[200€ - 400€]
742;F;57;Non;Non;[40k€ - 60k€];Private;z_SUV;yes;7;6;Highly Urban/ Urban;14/03/2022 19:17;complet;dev_express;[200€ - 400€]
743;F;41;Non;Non;[80k€ - 100k€];Commercial;Van;no;3;8;Highly Urban/ Urban;30/04/2022 22:43;complet;dev_integral;[200€ - 400€]
744;F;24;Non;Non;[20k€ - 40k€];Commercial;Pickup;yes;7;1;Highly Urban/ Urban;28/03/2022 23:57;complet;dev_integral;[200€ - 400€]
745;F;70;Non;Oui;[20k€ - 40k€];Private;Pickup;no;10;1;Highly Urban/ Urban;29/03/2022 15:07;complet;dev_express;[200€ - 400€]
746;F;86;Non;Non;[40k€ - 60k€];Private;z_SUV;no;4;0;Highly Urban/ Urban;19/02/2022 17:32;complet;dev_premium;[400€ - 600€]
747;F;57;Non;Non;[40k€ - 60k€];Commercial;z_SUV;no;1;1;Highly Urban/ Urban;20/01/2022 06:01;complet;dev_express;[200€ - 400€]
748;F;72;Non;Non;[< 20k€];Private;Sports Car;no;3;7;z_Highly Rural/ Rural;09/05/2022 20:08;complet;dev_premium;[400€ - 600€]
749;F;30;Non;Non;[80k€ - 100k€];Private;z_SUV;no;0;1;z_Highly Rural/ Rural;02/05/2022 13:16;complet;dev_express;[200€ - 400€]
750;M;58;Non;Non;[> 100k€];Commercial;Panel Truck;yes;5;19;Highly Urban/ Urban;27/01/2022 10:26;complet;dev_express;[200€ - 400€]
751;M;82;Non;Oui;[20k€ - 40k€];Private;Sports Car;no;3;7;Highly Urban/ Urban;18/04/2022 10:41;complet;dev_express;[200€ - 400€]
752;F;28;Non;Non;[80k€ - 100k€];Commercial;Panel Truck;no;0;17;Highly Urban/ Urban;24/02/2022 12:40;complet;dev_integral;[200€ - 400€]
753;M;50;Non;Non;[80k€ - 100k€];Commercial;Sports Car;no;2;9;Highly Urban/ Urban;06/03/2022 04:31;complet;dev_integral;[200€ - 400€]
754;M;90;Oui;Oui;[40k€ - 60k€];Commercial;Pickup;no;1;7;Highly Urban/ Urban;30/03/2022 17:09;complet;dev_express;[200€ - 400€]
755;F;20;Oui;Non;[> 100k€];Private;z_SUV;no;4;0;Highly Urban/ Urban;04/03/2022 23:01;complet;dev_express;[200€ - 400€]
756;M;44;Non;Non;[> 100k€];Commercial;z_SUV;no;1;1;Highly Urban/ Urban;17/05/2022 21:52;complet;dev_integral;[200€ - 400€]
757;M;41;Oui;Oui;[20k€ - 40k€];Commercial;Minivan;no;0;5;Highly Urban/ Urban;30/03/2022 17:39;complet;dev_premium;[400€ - 600€]
758;M;56;Non;Oui;[80k€ - 100k€];Private;z_SUV;no;0;0;Highly Urban/ Urban;22/05/2022 23:11;complet;dev_integral;[200€ - 400€]
759;M;65;Non;Non;[20k€ - 40k€];Private;Van;yes;1;12;Highly Urban/ Urban;17/01/2022 12:09;complet;dev_premium;[400€ - 600€]
760;F;51;Non;Non;[20k€ - 40k€];Private;Minivan;no;0;1;z_Highly Rural/ Rural;22/01/2022 15:31;complet;dev_vip;[600€ - 800€]
761;M;46;Non;Non;[60k€ - 80k€];Private;Sports Car;no;1;5;Highly Urban/ Urban;14/04/2022 03:21;complet;dev_express;[200€ - 400€]
762;M;62;Non;Non;[80k€ - 100k€];Commercial;z_SUV;no;0;7;Highly Urban/ Urban;25/02/2022 23:45;complet;dev_express;[200€ - 400€]
763;M;75;Non;Oui;[< 20k€];Commercial;Minivan;yes;6;10;Highly Urban/ Urban;06/04/2022 17:34;complet;dev_integral;[200€ - 400€]
764;M;54;Oui;Oui;[20k€ - 40k€];Private;Sports Car;no;0;11;Highly Urban/ Urban;10/03/2022 08:37;complet;dev_integral;[200€ - 400€]
765;F;14;Non;Non;[< 20k€];Commercial;z_SUV;no;4;9;Highly Urban/ Urban;14/03/2022 05:31;complet;dev_vip;[600€ - 800€]
766;F;50;Non;Non;[20k€ - 40k€];Commercial;Pickup;yes;1;5;z_Highly Rural/ Rural;12/01/2022 03:39;complet;dev_integral;[200€ - 400€]
767;F;64;Non;Non;[60k€ - 80k€];Private;Minivan;no;5;13;Highly Urban/ Urban;06/03/2022 01:34;complet;dev_integral;[200€ - 400€]
768;M;52;Non;Non;[60k€ - 80k€];Private;z_SUV;no;0;13;Highly Urban/ Urban;02/01/2022 20:05;complet;dev_integral;[200€ - 400€]
769;M;13;Non;Non;[60k€ - 80k€];Private;z_SUV;no;4;5;Highly Urban/ Urban;28/05/2022 19:58;complet;dev_integral;[200€ - 400€]
770;M;68;Non;Non;[< 20k€];Commercial;Panel Truck;yes;1;0;Highly Urban/ Urban;11/02/2022 02:39;complet;dev_integral;[200€ - 400€]
771;F;79;Non;Oui;[60k€ - 80k€];Private;Minivan;no;2;9;z_Highly Rural/ Rural;14/02/2022 02:00;complet;dev_premium;[400€ - 600€]
772;M;76;Non;Non;[80k€ - 100k€];Commercial;Pickup;no;0;16;Highly Urban/ Urban;14/02/2022 23:26;complet;dev_integral;[200€ - 400€]
773;M;87;Non;Non;[< 20k€];Private;Minivan;yes;0;7;z_Highly Rural/ Rural;18/02/2022 12:19;complet;dev_integral;[200€ - 400€]
774;M;48;Non;Non;[> 100k€];Private;Pickup;no;0;19;Highly Urban/ Urban;17/03/2022 06:56;complet;dev_integral;[200€ - 400€]
775;F;65;Non;Non;[> 100k€];Commercial;Panel Truck;no;3;13;Highly Urban/ Urban;13/01/2022 13:58;complet;dev_integral;[200€ - 400€]
776;F;81;Oui;Oui;[80k€ - 100k€];Commercial;Panel Truck;no;0;0;z_Highly Rural/ Rural;19/05/2022 09:28;complet;dev_integral;[200€ - 400€]
777;F;60;Non;Oui;[40k€ - 60k€];Commercial;Pickup;yes;5;11;Highly Urban/ Urban;13/02/2022 15:50;complet;dev_vip;[800€ - 1000€]
778;F;40;Non;Oui;[> 100k€];Commercial;z_SUV;no;1;1;z_Highly Rural/ Rural;14/01/2022 18:54;complet;dev_integral;[200€ - 400€]
779;M;73;Non;Non;[> 100k€];Private;Sports Car;no;0;14;Highly Urban/ Urban;19/01/2022 09:26;complet;dev_premium;[400€ - 600€]
780;F;89;Non;Non;[< 20k€];Private;Pickup;no;0;14;Highly Urban/ Urban;06/03/2022 03:04;complet;dev_integral;[200€ - 400€]
781;M;66;Non;Oui;[60k€ - 80k€];Private;Pickup;no;1;1;z_Highly Rural/ Rural;02/04/2022 18:10;complet;dev_express;[200€ - 400€]
782;F;69;Oui;Oui;[< 20k€];Private;Sports Car;no;4;4;Highly Urban/ Urban;04/04/2022 10:25;complet;dev_express;[200€ - 400€]
783;F;80;Non;Non;[< 20k€];Commercial;Pickup;yes;2;1;z_Highly Rural/ Rural;20/02/2022 21:02;complet;dev_integral;[200€ - 400€]
784;M;39;Non;Oui;[60k€ - 80k€];Commercial;Minivan;yes;1;12;z_Highly Rural/ Rural;01/03/2022 04:35;complet;dev_integral;[200€ - 400€]
785;F;68;Non;Non;[20k€ - 40k€];Private;z_SUV;no;0;9;Highly Urban/ Urban;08/02/2022 09:59;complet;dev_integral;[200€ - 400€]
786;F;21;Non;Oui;[20k€ - 40k€];Private;z_SUV;no;1;1;Highly Urban/ Urban;01/05/2022 17:43;complet;dev_express;[200€ - 400€]
787;F;77;Non;Non;[20k€ - 40k€];Commercial;Pickup;no;1;4;Highly Urban/ Urban;03/04/2022 02:13;complet;dev_premium;[200€ - 400€]
788;M;77;Non;Non;[20k€ - 40k€];Commercial;Pickup;yes;3;8;Highly Urban/ Urban;05/01/2022 22:40;complet;dev_express;[200€ - 400€]
789;F;53;Non;Non;[20k€ - 40k€];Private;Minivan;no;1;1;z_Highly Rural/ Rural;06/05/2022 12:51;complet;dev_integral;[200€ - 400€]
790;M;57;Non;Non;[40k€ - 60k€];Private;Minivan;yes;0;1;z_Highly Rural/ Rural;16/04/2022 11:32;complet;dev_premium;[400€ - 600€]
791;M;58;Non;Non;[< 20k€];Private;Sports Car;no;1;8;Highly Urban/ Urban;07/04/2022 23:39;complet;dev_premium;[200€ - 400€]
792;F;90;Non;Oui;[< 20k€];Private;z_SUV;no;1;8;Highly Urban/ Urban;04/03/2022 00:51;complet;dev_integral;[200€ - 400€]
793;M;59;Non;Non;[40k€ - 60k€];Commercial;Pickup;no;0;19;Highly Urban/ Urban;14/05/2022 21:13;complet;dev_integral;[200€ - 400€]
794;M;24;Non;Non;[< 20k€];Commercial;Minivan;no;0;8;Highly Urban/ Urban;04/05/2022 21:53;complet;dev_integral;[200€ - 400€]
795;F;49;Non;Non;[40k€ - 60k€];Commercial;Van;no;1;5;Highly Urban/ Urban;19/01/2022 00:38;complet;dev_express;[200€ - 400€]
796;F;72;Non;Oui;[20k€ - 40k€];Private;z_SUV;no;3;1;Highly Urban/ Urban;25/01/2022 03:27;complet;dev_express;[200€ - 400€]
797;M;48;Non;Non;[40k€ - 60k€];Private;Minivan;no;0;13;Highly Urban/ Urban;12/02/2022 08:10;complet;dev_premium;[400€ - 600€]
798;M;18;Non;Non;[60k€ - 80k€];Private;Pickup;yes;0;0;Highly Urban/ Urban;10/05/2022 07:12;complet;dev_express;[200€ - 400€]
799;M;49;Non;Oui;[< 20k€];Private;Pickup;no;2;1;z_Highly Rural/ Rural;03/05/2022 20:04;complet;dev_premium;[400€ - 600€]
800;F;9;Non;Non;[40k€ - 60k€];Commercial;Sports Car;no;0;1;Highly Urban/ Urban;14/01/2022 13:28;complet;dev_integral;[200€ - 400€]
801;M;58;Non;Non;[> 100k€];Private;Minivan;no;1;13;Highly Urban/ Urban;20/04/2022 04:58;complet;dev_express;[200€ - 400€]
802;M;28;Non;Non;[80k€ - 100k€];Commercial;Pickup;no;1;21;Highly Urban/ Urban;05/03/2022 15:27;complet;dev_premium;[400€ - 600€]
803;F;85;Non;Non;[< 20k€];Private;Minivan;yes;0;1;z_Highly Rural/ Rural;26/03/2022 06:02;complet;dev_premium;[400€ - 600€]
804;F;49;Non;Non;[> 100k€];Private;z_SUV;no;0;15;Highly Urban/ Urban;12/04/2022 01:20;complet;dev_integral;[200€ - 400€]
805;F;60;Non;Oui;[> 100k€];Private;Pickup;no;2;12;Highly Urban/ Urban;16/04/2022 07:28;complet;dev_integral;[200€ - 400€]
806;M;11;Non;Oui;[> 100k€];Private;Minivan;no;1;18;Highly Urban/ Urban;16/01/2022 03:51;complet;dev_express;[200€ - 400€]
807;F;48;Non;Non;[60k€ - 80k€];Private;Pickup;yes;0;11;Highly Urban/ Urban;25/01/2022 10:57;complet;dev_integral;[200€ - 400€]
808;M;54;Non;Non;[40k€ - 60k€];Private;Minivan;no;4;8;Highly Urban/ Urban;03/04/2022 10:24;complet;dev_integral;[200€ - 400€]
809;F;11;Non;Non;[20k€ - 40k€];Private;Minivan;yes;0;1;Highly Urban/ Urban;20/05/2022 20:22;complet;dev_express;[200€ - 400€]
810;M;7;Non;Non;[60k€ - 80k€];Commercial;Pickup;yes;2;10;z_Highly Rural/ Rural;26/03/2022 17:10;complet;dev_integral;[200€ - 400€]
811;M;63;Non;Non;[> 100k€];Commercial;Van;yes;0;8;z_Highly Rural/ Rural;18/02/2022 08:51;complet;dev_express;[200€ - 400€]
812;F;31;Non;Non;[40k€ - 60k€];Private;z_SUV;no;6;13;Highly Urban/ Urban;18/03/2022 15:22;complet;dev_premium;[400€ - 600€]
813;M;65;Non;Non;[< 20k€];Private;Minivan;yes;1;0;z_Highly Rural/ Rural;13/04/2022 00:52;complet;dev_express;[200€ - 400€]
814;M;62;Non;Non;[< 20k€];Private;Sports Car;no;2;20;z_Highly Rural/ Rural;14/02/2022 22:46;complet;dev_premium;[400€ - 600€]
815;F;37;Non;Non;[< 20k€];Private;Sports Car;no;1;15;Highly Urban/ Urban;16/03/2022 21:12;complet;dev_integral;[200€ - 400€]
816;F;63;Non;Non;[40k€ - 60k€];Commercial;Panel Truck;yes;4;1;Highly Urban/ Urban;01/04/2022 19:14;complet;dev_express;[200€ - 400€]
817;F;64;Non;Oui;[60k€ - 80k€];Commercial;Minivan;no;5;9;Highly Urban/ Urban;25/03/2022 02:23;complet;dev_integral;[200€ - 400€]
818;F;76;Non;Oui;[< 20k€];Private;Sports Car;no;0;6;Highly Urban/ Urban;21/04/2022 14:09;complet;dev_integral;[200€ - 400€]
819;M;72;Non;Non;[< 20k€];Private;Pickup;no;6;1;Highly Urban/ Urban;29/03/2022 12:51;complet;dev_express;[200€ - 400€]
820;M;40;Oui;Oui;[20k€ - 40k€];Private;z_SUV;no;1;10;z_Highly Rural/ Rural;16/04/2022 08:28;complet;dev_integral;[200€ - 400€]
821;M;45;Non;Oui;[< 20k€];Private;Pickup;yes;3;9;Highly Urban/ Urban;08/04/2022 22:16;complet;dev_express;[200€ - 400€]
822;M;49;Non;Non;[20k€ - 40k€];Commercial;Panel Truck;no;0;1;z_Highly Rural/ Rural;13/04/2022 06:30;complet;dev_express;[200€ - 400€]
823;M;2;Oui;Oui;[20k€ - 40k€];Commercial;Pickup;no;3;9;Highly Urban/ Urban;12/05/2022 21:36;complet;dev_integral;[200€ - 400€]
824;F;66;Non;Oui;[< 20k€];Private;z_SUV;no;2;7;z_Highly Rural/ Rural;11/04/2022 02:23;complet;dev_integral;[200€ - 400€]
825;F;8;Non;Oui;[< 20k€];Private;z_SUV;no;6;1;z_Highly Rural/ Rural;02/02/2022 16:00;complet;dev_express;[200€ - 400€]
826;F;33;Non;Non;[20k€ - 40k€];Private;z_SUV;no;3;9;z_Highly Rural/ Rural;20/05/2022 00:54;complet;dev_integral;[200€ - 400€]
827;F;79;Non;Non;[40k€ - 60k€];Private;Pickup;no;0;10;z_Highly Rural/ Rural;03/03/2022 14:18;complet;dev_express;[200€ - 400€]
828;F;59;Non;Non;[> 100k€];Private;Minivan;no;0;15;Highly Urban/ Urban;14/03/2022 05:41;complet;dev_express;[200€ - 400€]
829;M;55;Non;Non;[< 20k€];Private;Minivan;yes;3;1;Highly Urban/ Urban;05/04/2022 00:02;complet;dev_integral;[200€ - 400€]
830;M;78;Non;Non;[20k€ - 40k€];Private;Sports Car;no;3;1;Highly Urban/ Urban;22/01/2022 06:26;complet;dev_express;[200€ - 400€]
831;F;55;Oui;Oui;[20k€ - 40k€];Private;Minivan;no;0;10;Highly Urban/ Urban;26/05/2022 05:51;complet;dev_express;[200€ - 400€]
832;M;73;Non;Non;[< 20k€];Private;Van;no;2;22;z_Highly Rural/ Rural;11/05/2022 04:46;complet;dev_vip;[800€ - 1000€]
833;M;53;Non;Non;[20k€ - 40k€];Private;Van;no;0;6;Highly Urban/ Urban;14/05/2022 09:17;complet;dev_express;[200€ - 400€]
834;M;22;Non;Oui;[> 100k€];Private;Minivan;yes;0;16;Highly Urban/ Urban;07/02/2022 03:36;complet;dev_integral;[200€ - 400€]
835;M;81;Non;Non;[60k€ - 80k€];Commercial;Minivan;yes;6;0;Highly Urban/ Urban;09/05/2022 19:49;complet;dev_integral;[200€ - 400€]
836;M;4;Non;Oui;[40k€ - 60k€];Private;z_SUV;no;0;10;Highly Urban/ Urban;04/01/2022 05:01;complet;dev_integral;[200€ - 400€]
837;M;13;Non;Non;[> 100k€];Commercial;Panel Truck;no;4;11;Highly Urban/ Urban;21/03/2022 10:05;complet;dev_express;[200€ - 400€]
838;F;48;Non;Oui;[40k€ - 60k€];Private;Minivan;no;1;5;Highly Urban/ Urban;21/03/2022 07:59;complet;dev_express;[200€ - 400€]
839;F;76;Non;Non;[40k€ - 60k€];Commercial;z_SUV;no;2;14;z_Highly Rural/ Rural;14/04/2022 10:57;complet;dev_premium;[400€ - 600€]
840;M;77;Oui;Oui;[60k€ - 80k€];Private;z_SUV;no;2;7;Highly Urban/ Urban;17/04/2022 09:27;complet;dev_integral;[200€ - 400€]
841;F;82;Non;Oui;[60k€ - 80k€];Private;Sports Car;no;0;12;Highly Urban/ Urban;06/01/2022 12:56;complet;dev_express;[200€ - 400€]
842;F;37;Oui;Oui;[60k€ - 80k€];Commercial;Pickup;no;1;8;Highly Urban/ Urban;17/02/2022 01:45;complet;dev_premium;[400€ - 600€]
843;M;67;Non;Non;[60k€ - 80k€];Commercial;Van;yes;2;1;Highly Urban/ Urban;06/04/2022 11:25;complet;dev_integral;[200€ - 400€]
844;F;47;Non;Non;[40k€ - 60k€];Private;Sports Car;no;0;19;Highly Urban/ Urban;03/05/2022 20:20;complet;dev_express;[200€ - 400€]
845;M;16;Non;Non;[40k€ - 60k€];Private;z_SUV;no;0;18;Highly Urban/ Urban;25/02/2022 19:38;complet;dev_express;[200€ - 400€]
846;M;4;Non;Non;[< 20k€];Private;Sports Car;no;5;11;Highly Urban/ Urban;10/01/2022 01:26;complet;dev_premium;[400€ - 600€]
847;M;5;Non;Non;[< 20k€];Commercial;Van;no;5;6;z_Highly Rural/ Rural;02/05/2022 08:44;complet;dev_integral;[200€ - 400€]
848;F;6;Non;Non;[> 100k€];Private;Minivan;yes;1;16;Highly Urban/ Urban;09/02/2022 10:27;complet;dev_premium;[400€ - 600€]
849;F;74;Non;Oui;[20k€ - 40k€];Commercial;Pickup;yes;0;9;z_Highly Rural/ Rural;22/02/2022 18:20;complet;dev_integral;[200€ - 400€]
850;F;88;Oui;Oui;[> 100k€];Private;Minivan;yes;1;11;Highly Urban/ Urban;27/02/2022 02:58;complet;dev_express;[200€ - 400€]
851;F;71;Oui;Oui;[< 20k€];Private;Minivan;no;0;5;Highly Urban/ Urban;02/01/2022 00:52;complet;dev_integral;[200€ - 400€]
852;M;51;Oui;Oui;[40k€ - 60k€];Commercial;Pickup;yes;2;8;z_Highly Rural/ Rural;06/03/2022 13:23;complet;dev_express;[200€ - 400€]
853;M;15;Non;Non;[< 20k€];Commercial;Minivan;no;1;10;Highly Urban/ Urban;11/05/2022 03:02;complet;dev_express;[200€ - 400€]
854;M;3;Non;Non;[< 20k€];Commercial;z_SUV;no;1;11;Highly Urban/ Urban;10/01/2022 18:50;complet;dev_integral;[200€ - 400€]
855;F;70;Non;Non;[20k€ - 40k€];Private;z_SUV;no;0;1;z_Highly Rural/ Rural;02/05/2022 23:12;complet;dev_integral;[200€ - 400€]
856;M;50;Non;Non;[60k€ - 80k€];Private;z_SUV;no;0;8;Highly Urban/ Urban;14/05/2022 03:38;complet;dev_express;[200€ - 400€]
857;M;35;Oui;Oui;[80k€ - 100k€];Private;Minivan;yes;1;1;Highly Urban/ Urban;17/01/2022 02:58;complet;dev_integral;[200€ - 400€]
858;F;18;Non;Non;[20k€ - 40k€];Private;z_SUV;no;2;6;Highly Urban/ Urban;09/05/2022 11:12;complet;dev_integral;[200€ - 400€]
859;F;62;Non;Non;[> 100k€];Commercial;Panel Truck;no;6;18;Highly Urban/ Urban;06/05/2022 19:05;complet;dev_express;[200€ - 400€]
860;M;86;Non;Non;[< 20k€];Private;Sports Car;no;2;1;Highly Urban/ Urban;10/01/2022 15:03;complet;dev_integral;[200€ - 400€]
861;M;33;Non;Non;[> 100k€];Private;Minivan;no;1;10;z_Highly Rural/ Rural;11/05/2022 08:01;complet;dev_express;[200€ - 400€]
862;F;89;Non;Oui;[20k€ - 40k€];Private;Minivan;no;0;10;Highly Urban/ Urban;07/03/2022 22:55;complet;dev_integral;[200€ - 400€]
863;F;80;Non;Non;[60k€ - 80k€];Private;Minivan;yes;1;1;Highly Urban/ Urban;15/03/2022 08:34;complet;dev_integral;[200€ - 400€]
864;M;5;Non;Oui;[20k€ - 40k€];Private;z_SUV;no;0;1;Highly Urban/ Urban;27/01/2022 09:33;complet;dev_premium;[200€ - 400€]
865;F;67;Non;Non;[> 100k€];Private;Van;no;0;1;Highly Urban/ Urban;26/01/2022 05:48;complet;dev_express;[200€ - 400€]
866;M;39;Non;Non;[< 20k€];Private;z_SUV;no;0;1;z_Highly Rural/ Rural;20/04/2022 21:31;complet;dev_express;[200€ - 400€]
867;M;57;Non;Non;[20k€ - 40k€];Commercial;Pickup;yes;5;1;Highly Urban/ Urban;16/03/2022 12:46;complet;dev_express;[200€ - 400€]
868;M;34;Non;Non;[20k€ - 40k€];Private;Sports Car;no;0;4;Highly Urban/ Urban;21/02/2022 01:00;complet;dev_express;[200€ - 400€]
869;F;59;Oui;Oui;[< 20k€];Private;Minivan;yes;0;0;Highly Urban/ Urban;20/05/2022 20:57;complet;dev_express;[200€ - 400€]
870;M;22;Non;Non;[> 100k€];Commercial;Panel Truck;no;3;20;Highly Urban/ Urban;20/03/2022 11:43;complet;dev_integral;[200€ - 400€]
871;M;79;Oui;Oui;[< 20k€];Commercial;Sports Car;no;2;1;Highly Urban/ Urban;13/02/2022 02:19;complet;dev_integral;[200€ - 400€]
872;F;88;Non;Non;[80k€ - 100k€];Private;Sports Car;no;0;12;Highly Urban/ Urban;28/04/2022 19:59;complet;dev_express;[200€ - 400€]
873;F;50;Non;Non;[60k€ - 80k€];Private;Minivan;yes;0;9;Highly Urban/ Urban;05/03/2022 18:04;complet;dev_integral;[200€ - 400€]
